X,Y,Z
-1.476815,-0.02539315,-3.196933
-1.47488,-0.03115282,-3.194548
-1.475947,-0.02841762,-3.19601
-1.471898,-0.03129834,-3.187932
-1.472857,-0.02996206,-3.189626
-1.473738,-0.02827717,-3.191026
-1.474505,-0.0263084,-3.192078
-1.47513,-0.02413143,-3.192743
-1.475589,-0.0218299,-3.192993
-1.470897,-0.03223465,-3.186009
-1.475864,-0.01949227,-3.192821
-1.469892,-0.03273502,-3.183932
-1.475945,-0.01720838,-3.192231
-1.468922,-0.03278018,-3.181779
-1.475827,-0.01506597,-3.191248
-1.468024,-0.03236844,-3.179634
-1.475517,-0.01314741,-3.189909
-1.467233,-0.03151561,-3.17758
-1.475026,-0.0115264,-3.188264
-1.466579,-0.03025445,-3.175694
-1.474372,-0.01026525,-3.186379
-1.466087,-0.02863345,-3.17405
-1.473581,-0.009412412,-3.184324
-1.465777,-0.02671488,-3.17271
-1.472683,-0.009000674,-3.182179
-1.46566,-0.02457248,-3.171727
-1.471713,-0.009045839,-3.180026
-1.46574,-0.02228858,-3.171138
-1.470708,-0.009546202,-3.177949
-1.466015,-0.01995095,-3.170965
-1.469707,-0.01048251,-3.176026
-1.466474,-0.01764943,-3.171216
-1.468747,-0.01181879,-3.174332
-1.4671,-0.01547245,-3.17188
-1.467867,-0.01350369,-3.172932
-1.467711,-0.02174428,-3.175358
-1.467879,-0.02031669,-3.175253
-1.470802,-0.02089043,-3.181979
-1.467662,-0.02313906,-3.175718
-1.468159,-0.01891115,-3.175406
